Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D11,LED,LED_0805_2012Metric,233.16,-146.74,90.0,top
D18,ASMB-MTB1-0A3A2,LED RGB,238.625,-74.37,90.0,top
J1,Conn_01x02_Female,JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal,226.86,-95.78,180.0,top
J2,Conn_01x02_Female,JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal,270.45,-128.8,90.0,top
J3,Conn_01x04_Female,1x4pin 1mm connector,204.19,-156.45,0.0,top
J4,Conn_01x08_Male,PinHeader_1x08_P2.54mm_Vertical,272.25,-101.435,0.0,top
J5,Conn_01x04_Female,1x4pin 1mm connector,215.82,-156.5,0.0,top
J6,Conn_01x04_Female,1x4pin 1mm connector,257.47,-136.56,180.0,top
J7,Conn_01x04_Female,1x4pin 1mm connector,222.7,-156.47,0.0,top
J8,Conn_01x06_Female,JST_PH_S6B-PH-SM4-TB_1x06-1MP_P2.00mm_Horizontal,270.45,-142.0,90.0,top
J9,USB_C_Receptacle,USB_C_Receptacle_HRO_TYPE-C-31-M-12,239.45,-153.8,0.0,top
J10,Conn_01x08_Female,JST_PH_S8B-PH-SM4-TB_1x08-1MP_P2.00mm_Horizontal,208.72,-136.33,-90.0,top
J11,Conn_01x06_Female,JST_PH_S6B-PH-SM4-TB_1x06-1MP_P2.00mm_Horizontal,254.4,-152.7,0.0,top
J12,Conn_01x04_Female,1x4pin 1mm connector,264.43,-136.59,180.0,top
J13,Conn_01x04_Female,1x4pin 1mm connector,215.63,-72.8,180.0,top
J14,Conn_01x04_Female,1x4pin 1mm connector,222.5,-72.78,180.0,top
J15,Conn_01x02_Female,JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal,260.7,-74.1,180.0,top
R1,4k7,R_0402_1005Metric,263.3,-121.74,90.0,top
R2,5k1,R_0402_1005Metric,241.25,-147.2,-90.0,top
R3,5k1,R_0402_1005Metric,238.3,-147.35,-90.0,top
R4,15k,R_0402_1005Metric,231.56,-83.0,180.0,top
R5,15k,R_0402_1005Metric,248.84,-121.4,90.0,top
R6,180,R_0402_1005Metric,224.5,-85.7,-90.0,top
R7,1k5,R_0402_1005Metric,225.9,-150.85,-90.0,top
R8,1k5,R_0402_1005Metric,224.79,-150.81,-90.0,top
R9,2K2,R_0402_1005Metric,251.55,-125.75,180.0,top
R11,150,R_0402_1005Metric,223.45,-85.7,-90.0,top
R12,150,R_0402_1005Metric,222.4,-85.7,-90.0,top
R13,180,R_0402_1005Metric,217.85,-85.7,-90.0,top
R14,150,R_0402_1005Metric,216.825,-85.7,-90.0,top
R15,150,R_0402_1005Metric,215.8,-85.7,-90.0,top
R16,180,R_0402_1005Metric,227.8,-85.7,90.0,top
R17,150,R_0402_1005Metric,226.75,-85.7,90.0,top
R18,150,R_0402_1005Metric,225.7,-85.7,90.0,top
R19,4k7,R_0402_1005Metric,255.4,-111.88,0.0,top
R20,1k5,R_0402_1005Metric,206.26,-150.71,-90.0,top
R21,1k5,R_0402_1005Metric,207.27,-150.7,-90.0,top
R22,330,R_0402_1005Metric,215.15,-129.35,0.0,top
R23,180,R_0402_1005Metric,221.15,-85.7,90.0,top
R24,150,R_0402_1005Metric,220.1,-85.7,90.0,top
R25,150,R_0402_1005Metric,219.05,-85.7,90.0,top
R26,330,R_0402_1005Metric,215.15,-131.3,0.0,top
R27,330,R_0402_1005Metric,215.15,-133.3,0.0,top
R28,330,R_0402_1005Metric,215.25,-135.4,0.0,top
R29,330,R_0402_1005Metric,215.15,-141.25,0.0,top
R30,330,R_0402_1005Metric,215.15,-137.4,0.0,top
R31,330,R_0402_1005Metric,215.15,-139.35,0.0,top
R32,4k7,R_0402_1005Metric,236.65,-100.2,90.0,top
R33,180,R_0402_1005Metric,220.47,-78.3,-90.0,top
R34,150,R_0402_1005Metric,219.38,-78.31,-90.0,top
R35,150,R_0402_1005Metric,218.31,-78.3,-90.0,top
R36,1k,R_0402_1005Metric,227.15,-114.62,-90.0,top
R37,2k,R_0402_1005Metric,227.1,-117.55,-90.0,top
R38,10k,R_0402_1005Metric,227.75,-112.11,-90.0,top
R39,6.8k,R_0402_1005Metric,229.1,-112.1,-90.0,top
R40,1,R_0402_1005Metric,259.76,-80.57,-90.0,top
R41,0,R_0402_1005Metric,226.28,-145.58,180.0,top
SW1,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,206.23,-74.05,90.0,top
SW2,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,253.1,-73.85,90.0,top
SW3,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,247.85,-73.9,90.0,top
U1,STM32F405RGTx,LQFP-64_10x10mm_P0.5mm,239.55,-118.1,180.0,top
U2,AMS1117-3.3,SOT-223-3_TabPin2,258.55,-97.71,90.0,top
U3,CH340C,SOIC-16_3.9x9.9mm_P1.27mm,245.1,-136.57,90.0,top
U4,USBLC6-2P6,SOT-666,247.1,-142.65,0.0,top
U5,STM32F030C8Tx,LQFP-48_7x7mm_P0.5mm,261.7,-110.8,90.0,top
U6,WM8960CGEFL/RV,QFN50P500X500X90-33N,256.0025,-129.0,0.0,top
U11,ESP32-S3-WROOM-1-N8R2,ESP32-S3-WROOM-1U,242.4,-88.875,0.0,top
U12,MCP73832-2-OT,SOT-23-5,224.7,-116.55,-90.0,top
U13,BM14B(0.8)-24DS-0.4V(53),BM14B(0.B)-24DS-0.4V(53),227.27,-143.71,90.0,top
Y1,Crystal_GND24,Crystal_SMD_3225-4Pin_3.2x2.5mm,261.15,-118.8,0.0,top
