Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R6,180,R_0402_1005Metric,130.010891,-62.275114,-90.0,top
R7,1k5,R_0402_1005Metric,149.75,-89.29,0.0,top
R8,1k5,R_0402_1005Metric,149.75,-90.29,0.0,top
R9,2k2,R_0402_1005Metric,167.8975,-128.29,180.0,top
SW1,TS-1037-A11B3-D2,KEY-SMD_2P-L7.1-W10.6-P4.00-LS9.0,175.445,-67.29,90.0,top
SW3,TS-1037-A11B3-D2,KEY-SMD_2P-L7.1-W10.6-P4.00-LS9.0,175.445,-53.79,90.0,top
SW4,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,119.51,-49.29,0.0,top
SW5,SW_Push,SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin,129.51,-49.29,0.0,top
SW6,SW_SPDT,SW-TH_SS-12D11G5R,120.51,-60.29,90.0,top
U1,STM32F405RGTx,LQFP-64_10x10mm_P0.5mm,156.335,-82.04,180.0,top
U11,ESP32-S3-WROOM-1-N8R2,ESP32-S3-WROOM-1U,158.61,-59.0,0.0,top
U13,BM14B(0.8)-24DS-0.4V(53),BM14B(0.B)-24DS-0.4V(53),142.07,-119.19,90.0,top
U2,BQ21040DBV,SOT-23-6,138.216401,-142.501263,0.0,top
U3,CH340C,SOIC-16_3.9x9.9mm_P1.27mm,137.985,-130.155,0.0,top
U4,USBLC6-2P6,SOT-666,144.76,-133.79,0.0,top
U5,M24C02-RMN6TP,SOIC-8_3.9x4.9mm_P1.27mm,145.76,-129.29,0.0,top
U6,WM8960CGEFL/RV,QFN-32-1EP_5x5mm_P0.5mm_EP3.45x3.45mm_ThermalVias,163.6475,-126.29,180.0,top
U7,TPS63060,Texas_S-PWSON-N10_ThermalVias,122.27,-135.93,90.0,top
U8,STM32F072CBTx,LQFP-48_7x7mm_P0.5mm,158.271133,-111.117932,0.0,top
Y1,Crystal_GND24,Crystal_SMD_3225-4Pin_3.2x2.5mm,150.26,-110.5775,-90.0,top
